name,pubCode,description,startDate,endDate
"fsh.identificationReferences","Eddy, S. and Surber, T. 1974. Northern Fishes: With special reference to the upper Mississippi valley. University of Minnesota Press, Minneapolis, MN, USA.","Eddy, S. and Surber, T. 1974. Northern Fishes: With special reference to the upper Mississippi valley. University of Minnesota Press, Minneapolis, MN, USA.",2012-01-01T00:00:00Z,
"fsh.identificationReferences","Bosanko, D. 2007. Fish of Wisconsin field guide. Adventure Publications Inc., Cambridge, MN, USA.","Bosanko, D. 2007. Fish of Wisconsin field guide. Adventure Publications Inc., Cambridge, MN, USA.",2012-01-01T00:00:00Z,
"fsh.identificationReferences","Becker, G. C. 1983. Fishes of Wisconsin. University of Wisconsin Press, Madison, WI, USA.","Becker, G. C. 1983. Fishes of Wisconsin. University of Wisconsin Press, Madison, WI, USA.",2012-01-01T00:00:00Z,
"fsh.identificationReferences","Hubbs, C. L., K. F. Lagler, and G. R. Smith. 2004. Fishes of the Great Lakes Region. University of Michigan, Ann Arbor, MI, USA.","Hubbs, C. L., K. F. Lagler, and G. R. Smith. 2004. Fishes of the Great Lakes Region. University of Michigan, Ann Arbor, MI, USA.",2012-01-01T00:00:00Z,
"fsh.identificationReferences","Werner, R. G. 2004. Freshwater fishes of the northeastern United States: a field guide. Syracuse University Press. Syracuse, NY, USA.","Werner, R. G. 2004. Freshwater fishes of the northeastern United States: a field guide. Syracuse University Press. Syracuse, NY, USA.",2012-01-01T00:00:00Z,
"fsh.identificationReferences","Kansas Fishes Committee. 2014. Kansas Fishes. University Press of Kansas, Lawrence. xxiii + 518 pages, 184 color illustrations, 121 maps.","Kansas Fishes Committee. 2014. Kansas Fishes. University Press of Kansas, Lawrence. xxiii + 518 pages, 184 color illustrations, 121 maps.",2012-01-01T00:00:00Z,
"fsh.identificationReferences","Laws, John Muir. 2007. The Laws field guide to the Sierra Nevada. Singapore: Imago.","Laws, John Muir. 2007. The Laws field guide to the Sierra Nevada. Singapore: Imago.",2012-01-01T00:00:00Z,
"fsh.identificationReferences","Watson, R. 2000. Sicydium from the Dominican Republic with Description of a New Species (Teleostei: Gobiidae). Stuttgarter Beiträge zur Naturkunde: Ser. A, Nr. 608.","Watson, R. 2000. Sicydium from the Dominican Republic with Description of a New Species (Teleostei: Gobiidae). Stuttgarter Beiträge zur Naturkunde: Ser. A, Nr. 608.",2012-01-01T00:00:00Z,
"fsh.identificationReferences","Adams, D., A. Boggs, S. Coe, W., Diaz. 2016. Dominica Tropical & Field Biology Study Abroad 2016: Which species of Sicydium Gobies are present on the island of Dominica, West Indies?. Texas A&M University, College Station, TX.","Adams, D., A. Boggs, S. Coe, W., Diaz. 2016. Dominica Tropical & Field Biology Study Abroad 2016: Which species of Sicydium Gobies are present on the island of Dominica, West Indies?. Texas A&M University, College Station, TX.",2012-01-01T00:00:00Z,
"fsh.identificationReferences","Perez-Reyes, O., T. Crowl, P. Hernandez-Garcia, R. Ledesma-Fuste, F. Villar-Fornes and A. Covich. 2013. Freshwater decapods of Puerto Rico: A checklist and Reports of new localities. Zootaxa, 3717(3): 329-344. ","Perez-Reyes, O., T. Crowl, P. Hernandez-Garcia, R. Ledesma-Fuste, F. Villar-Fornes and A. Covich. 2013. Freshwater decapods of Puerto Rico: A checklist and Reports of new localities. Zootaxa, 3717(3): 329-344. ",2012-01-01T00:00:00Z,
"fsh.identificationReferences","Joglar, R., C.J. Santos-Flores, and J.L. Torres-Perez. 2014. Biodiversidad de Puerto Rico: Invertebrados. Para La Naturaleza. Pp. 279-293.","Joglar, R., C.J. Santos-Flores, and J.L. Torres-Perez. 2014. Biodiversidad de Puerto Rico: Invertebrados. Para La Naturaleza. Pp. 279-293.",2012-01-01T00:00:00Z,
"fsh.lifeStage","larval","larval",2012-01-01T00:00:00Z,
"fsh.lifeStage","young of year","young of year",2012-01-01T00:00:00Z,
"fsh.lifeStage","juvenile","juvenile",2012-01-01T00:00:00Z,
"fsh.lifeStage","gravid female","gravid female",2012-01-01T00:00:00Z,
"fsh.lifeStage","adult","adult (not gravid female)",2012-01-01T00:00:00Z,
"fsh.netIntegrity","Not compromised","Not compromised",2012-01-01T00:00:00Z,
"fsh.netIntegrity","<10% compromised","<10% compromised",2012-01-01T00:00:00Z,
"fsh.netIntegrity",">10% compromised",">10% compromised",2012-01-01T00:00:00Z,
"fsh.netIntegrity","NA","Not applicable for random reaches",2012-01-01T00:00:00Z,
"fsh.samplerType","electrofisher","electrofisher",2012-01-01T00:00:00Z,
"fsh.samplerType","two electrofishers","two electrofishers",2012-01-01T00:00:00Z,
"fsh.samplerType","mini-fyke net","mini-fyke net",2012-01-01T00:00:00Z,
"fsh.samplerType","gill net","gill net",2012-01-01T00:00:00Z,
"fsh.sampleTypeCollected","no sample","Neither voucher specimen nor DNA sample collected",2012-01-01T00:00:00Z,
"fsh.sampleTypeCollected","voucher sample only","Sample collected for voucher specimen only",2012-01-01T00:00:00Z,
"fsh.sampleTypeCollected","dna sample only","Sample collected for DNA only ",2012-01-01T00:00:00Z,
"fsh.sampleTypeCollected","both voucher and dna samples collected","Samples collected for both voucher specimen and DNA",2012-01-01T00:00:00Z,
"fsh.sampleTypeCollected","dna sample only (whole fish)","Sample collected for DNA only, whole fish collected",2012-01-01T00:00:00Z,
"fsh.samplingProtocolVersion","NEON.DOC.001295vA","NEON.DOC.001295vA",2012-01-01T00:00:00Z,
"fsh.samplingProtocolVersion","NEON.DOC.001295vB","NEON.DOC.001295vB",2012-01-01T00:00:00Z,
"fsh.samplingProtocolVersion","NEON.DOC.001295vC","NEON.DOC.001295vC",2012-01-01T00:00:00Z,
"fsh.samplingProtocolVersion","NEON.DOC.001295vD","NEON.DOC.001295vD",2012-01-01T00:00:00Z,
"fsh.samplingProtocolVersion","NEON.DOC.001295vE","NEON.DOC.001295vE",2012-01-01T00:00:00Z,
"fsh.samplingProtocolVersion","NEON.DOC.001295vF","NEON.DOC.001295vF",2012-01-01T00:00:00Z,
"fsh.samplingProtocolVersion","NEON.DOC.001295vG","NEON.DOC.001295vG",2012-01-01T00:00:00Z,
"fsh.samplingProtocolVersion","NEON.DOC.001296vA","NEON.DOC.001296vA",2012-01-01T00:00:00Z,
"fsh.samplingProtocolVersion","NEON.DOC.001296vB","NEON.DOC.001296vB",2012-01-01T00:00:00Z,
"fsh.samplingProtocolVersion","NEON.DOC.001296vC","NEON.DOC.001296vC",2012-01-01T00:00:00Z,
"fsh.samplingProtocolVersion","NEON.DOC.001296vD","NEON.DOC.001296vD",2012-01-01T00:00:00Z,
"fsh.samplingProtocolVersion","NEON.DOC.001296vE","NEON.DOC.001296vE",2012-01-01T00:00:00Z,
"fsh.samplingProtocolVersion","NEON.DOC.001296vF","NEON.DOC.001296vF",2012-01-01T00:00:00Z,
"fsh.samplingProtocolVersion","NEON.DOC.001296vG","NEON.DOC.001296vG",2012-01-01T00:00:00Z,
"fsh.samplingProtocolVersion","NEON.DOC.001296vH","NEON.DOC.001296vH",2022-01-01T00:00:00Z,
"Identification Qualifiers","cf. species","roughly equals but 'not sure' about the species",2012-01-01T00:00:00Z,
"Identification Qualifiers","aff. species","similar to but is not the species",2012-01-01T00:00:00Z,
"Identification Qualifiers","cf. genus","roughly equals but 'not sure' about the genus",2012-01-01T00:00:00Z,
"Identification Qualifiers","aff. genus","similar to but is not the genus",2012-01-01T00:00:00Z,
"Identification Qualifiers","cf. subspecies","roughly equals but 'not sure' about the subspecies",2012-01-01T00:00:00Z,
"Identification Qualifiers","aff. subspecies","similar to but is not the subspecies",2012-01-01T00:00:00Z,
"Identification Qualifiers","cf. family","roughly equals but 'not sure' about the family",2012-01-01T00:00:00Z,
"Identification Qualifiers","aff. family","similar to but is not the family",2012-01-01T00:00:00Z,
"Identification Qualifiers","cf. variety","roughly equals but 'not sure' about the variety",2012-01-01T00:00:00Z,
"Identification Qualifiers","aff. variety","similar to but is not the variety",2012-01-01T00:00:00Z,
"samplingImpractical","location dry","location dry",2012-01-01T00:00:00Z,
"samplingImpractical","location frozen","location frozen",2012-01-01T00:00:00Z,
"samplingImpractical","location snow covered","location snow covered",2012-01-01T00:00:00Z,
"samplingImpractical","other","Sampling location inaccessible due to other ecological reason described in the remarks",2012-01-01T00:00:00Z,
"samplingImpractical","shallow groundwater","shallow groundwater; depth of groundwater column less than 0.5 m",2012-01-01T00:00:00Z,
"samplingImpractical","low yield groundwater","low yield groundwater well",2012-01-01T00:00:00Z,
"samplingImpractical","high water velocity","high water velocity",2012-01-01T00:00:00Z,
"samplingImpractical","staff gauge disturbed","staff gauge disturbed",2012-01-01T00:00:00Z,
"samplingImpractical","staff gauge not installed","staff gauge not installed",2012-01-01T00:00:00Z,
"samplingImpractical","OK","OK",2012-01-01T00:00:00Z,
"samplingImpractical","coordinates not suitable","Maximum number of attempts made to sample within a subplot were unsuccessful",2012-01-01T00:00:00Z,
"samplingImpractical","location flooded","location flooded",2012-01-01T00:00:00Z,
"samplingImpractical","logistical","logistical",2012-01-01T00:00:00Z,
"samplingImpractical","management","management",2012-01-01T00:00:00Z,
"samplingImpractical","extreme weather","extreme weather",2012-01-01T00:00:00Z,
"samplingImpractical","location burned","location burned",2012-01-01T00:00:00Z,
"samplingImpractical","temperature low","temperature low",2012-01-01T00:00:00Z,
"samplingImpractical","temperature high","temperature high",2012-01-01T00:00:00Z,
"samplingImpractical","disturbance","samples not collected due to disturbance",2012-01-01T00:00:00Z,
"samplingImpractical","too windy","too windy",2012-01-01T00:00:00Z,
"samplingImpractical","horizon not present","horizon not present in the incubated soil sample",2012-01-01T00:00:00Z,
"samplingImpractical","location wet","location too wet due to rain or dew",2012-01-01T00:00:00Z,
"samplingImpractical","not all samples collected on this date","not all samples collected on this date",2012-01-01T00:00:00Z,
"samplingImpractical","exclosure cell not clipped, livestock absent","exclosure clip cell not harvested, cattle absent during previous grazing interval",2012-01-01T00:00:00Z,
"samplingImpractical","ambient cell not clipped, livestock absent","ambient clip cell not harvested, cattle absent during previous grazing interval",2012-01-01T00:00:00Z,
"samplingImpractical","wildfire","sampling location inaccessible due to active wildfire or post fire safety hazards",2012-01-01T00:00:00Z,
"samplingImpractical","wildlife hazard","wildlife hazard, specific hazard described in remarks",2012-01-01T00:00:00Z,
"samplingImpractical","safety hazard","unsafe conditions at sampling location or on route to sampling location",2012-01-01T00:00:00Z,
"samplingImpractical","outside target flow range","selected when stream flow already has good coverage and specific flows are being targeted",2022-03-01T00:00:00Z,
"samplingImpractical","onshore protocols only","sampling not required when only onshore protocols are scheduled",2012-01-01T00:00:00Z,
"samplingImpractical","night fishing","sampling not required when night fishing",2012-01-01T00:00:00Z,
"Yes or No choice","Y","Yes",2012-01-01T00:00:00Z,
"Yes or No choice","N","No",2012-01-01T00:00:00Z,
