site_int,site_id,year,reach,date,value,.lower,.upper
52,BLDE,2020,02,20201006,0.6221796842836156,0.15136217919749625,0.8548039979602311
53,BLDE,2021,02,20210927,0.7645807704593812,0.3331017952090496,0.9078433456706965
54,BLDE,2021,03,20210928,0.6890167064823323,0.4020750278917187,0.8583038861567056
55,BLDE,2021,06,20210929,0.6779780348488165,0.3674945085081315,0.8421513362878926
56,BLUE,2017,07,20170322,0.07510434129339255,0.00798835847610586,0.20725088072551603
57,BLUE,2017,02,20170323,0.05207869886379803,0.005965235681640299,0.17930131879019384
58,BLUE,2017,04,20170324,0.14236136150354162,0.019207212347248818,0.4190586960432017
59,BLUE,2017,02,20171031,0.8441333851496916,0.7619028546128562,0.8990757598238583
60,BLUE,2017,04,20171101,0.8365074642989895,0.7617181094400596,0.892512008448802
61,BLUE,2017,07,20171102,0.27612305863488384,0.08637811464495848,0.4318144009235483
62,BLUE,2022,04,20220329,0.8595324267225648,0.8328044499403816,0.8834087946958314
63,CARI,2016,01,20160926,0.7150091574911286,0.14213605852395964,0.9552371412300038
64,CARI,2018,01,20180904,0.5045311541167186,0.028440329164348462,0.9935050718979757
65,CARI,2019,01,20190520,0.6119309032158045,0.0256224981023692,0.9999627858931703
66,CARI,2019,10,20190917,0.5197498327822876,0.03007739882537095,0.9851924002919601
67,CARI,2021,06,20210525,0.23674575616071536,0.008515069948299769,0.8888498530826707
68,CARI,2021,10,20210526,0.6341565627404887,0.01855564936984801,0.999266790194094
69,CARI,2022,01,20220531,0.6534307767198928,0.02636900208307204,0.9972778471657369
70,CARI,2022,01,20220825,0.433794145611776,0.11756824379731391,0.7622032397636394
71,CARI,2022,06,20220826,0.9629210987496681,0.4548704921677794,0.9988207441382772
72,CARI,2022,10,20220829,0.9819808859559255,0.7507919188535388,0.9993822408588829
73,CUPE,2017,03,20170213,0.5701813419422943,0.12645621129323117,0.9021736984809707
74,CUPE,2017,06,20170215,0.922867187905579,0.8014634546994341,0.9741253467391282
75,CUPE,2017,08,20170216,0.5595930788841401,0.07657763410249396,0.9103383790328791
76,CUPE,2017,03,20171211,0.6173974668029459,0.0287871070908636,0.9766494741047751
77,CUPE,2017,06,20171212,0.5955181458018305,0.050255801274043284,0.9588772709509431
78,CUPE,2017,08,20171213,0.5254959720467862,0.07710702542064463,0.9016806270816757
79,CUPE,2018,03,20180213,0.8905253392314522,0.05753207628955245,0.9998764926713103
80,CUPE,2018,06,20180214,0.2042136120376639,0.017964513878309607,0.8964012861386894
81,CUPE,2018,08,20180215,0.4712853041860606,0.03865412470632361,0.9591862803328982
82,CUPE,2018,03,20181127,0.5681480492515079,0.059416794023521506,0.9583700787610083
83,CUPE,2018,06,20181128,0.38392753352405007,0.04551419491810181,0.8466470910300808
84,CUPE,2018,08,20181129,0.7285700761104665,0.07652316312090485,0.963040423760705
85,CUPE,2019,03,20190204,0.8754040591568081,0.5021063348586008,0.9854731552917947
86,CUPE,2019,06,20190205,0.8325142774960501,0.5152654749621104,0.9426661330639956
87,CUPE,2019,08,20190206,0.9949458264891591,0.5057839909682939,0.999999595177257
88,CUPE,2019,03,20191202,0.7545467861527407,0.17496474276098306,0.9438784832307133
89,CUPE,2019,06,20191203,0.23172186145011112,0.023211745635671105,0.61558295482564
90,CUPE,2019,08,20191204,0.40854843323759016,0.03958224459958036,0.8670558181860788
91,CUPE,2021,03,20210222,0.9308276208177799,0.8211332860008406,0.9751096912064434
92,CUPE,2021,03,20211213,0.6406861753998385,0.22736955168813563,0.8418610896130049
93,CUPE,2022,03,20220221,0.7977515501519004,0.6032814366527947,0.8968216880781505
94,CUPE,2022,03,20221128,0.34537680198030296,0.00932847259272418,0.8089847444252128
95,CUPE,2022,06,20221130,0.6903751058929638,0.16405830420434975,0.9187444993643279
96,CUPE,2022,08,20221201,0.7178447257888021,0.15886270640877947,0.9300789168608574
97,GUIL,2017,02,20171204,0.21801332961772885,0.007066747896788236,0.8892485533415737
98,GUIL,2017,05,20171205,0.2842110004754677,0.027941193157827268,0.7025230518881077
99,GUIL,2017,09,20171207,0.1876156690741425,0.028921325973225203,0.5232186858520398
100,GUIL,2018,02,20180206,0.4944890410703344,0.03340674735570963,0.9600822280877526
101,GUIL,2018,05,20180207,0.4516058042299472,0.06856888955818069,0.8018023287491569
102,GUIL,2018,09,20180208,0.5804209439423021,0.30605686570938934,0.753244785742228
103,GUIL,2018,02,20181204,0.8476565025390351,0.7937592023921123,0.8882120129310724
104,GUIL,2018,05,20181205,0.3734567814188869,0.25217477815720246,0.46223927993913666
105,GUIL,2018,09,20181207,0.9221230841789707,0.8907958430107445,0.9461221569474841
106,GUIL,2019,05,20190212,0.6981323130558765,0.632706699676097,0.7547950752373762
107,GUIL,2019,09,20190214,0.9756833987470817,0.9613072248309685,0.984806287692829
108,GUIL,2019,05,20191119,0.8218448090192365,0.787807702020347,0.8546267278905539
109,GUIL,2019,09,20191121,0.8951251392995112,0.8687626184504472,0.9199191209735039
110,GUIL,2021,09,20210223,0.7550939681288624,0.7130848331148198,0.7970558999919938
111,GUIL,2021,09,20211214,0.2070450508928243,0.06303117947919697,0.37882607827782594
112,GUIL,2022,09,20220224,0.7934934097009545,0.7316476006491911,0.8381419638726663
113,GUIL,2022,02,20221219,0.9071877843347265,0.8663685793753045,0.9344137902059957
114,GUIL,2022,05,20221220,0.5809542450085248,0.24844885885377652,0.7629503671579405
115,GUIL,2022,09,20221222,0.6308349952443393,0.4595522309330539,0.7512731158422904
116,HOPB,2016,04,20161025,0.839522611379556,0.7076469204822519,0.9154945541342361
117,HOPB,2016,06,20161026,0.694108950718942,0.42249318224988314,0.8290295693937402
118,HOPB,2016,10,20161027,0.6815619893752609,0.5258589649613536,0.7877361231101125
119,HOPB,2017,04,20170502,0.18569426081077633,0.014574772757701079,0.6316227485083704
120,HOPB,2017,06,20170503,0.7662045751003084,0.20767442939852782,0.9275214959162165
121,HOPB,2017,10,20170503,0.7328184189159626,0.5346761619151424,0.8498625135838482
122,HOPB,2017,04,20171024,0.7156525322660063,0.42406129122440783,0.8719880221564553
123,HOPB,2017,06,20171103,0.47024777526235534,0.10469763215863945,0.7842457178629254
124,HOPB,2017,10,20171108,0.82408176124771,0.6994261610948181,0.8998055398369357
125,HOPB,2018,04,20180430,0.39605225910235753,0.04706918295576243,0.7447012950762583
126,HOPB,2018,06,20180501,0.27107188211730293,0.03349052863570379,0.645031385441373
127,HOPB,2018,10,20180503,0.7414346765297526,0.5594801134468383,0.864046901608034
128,HOPB,2018,04,20181022,0.6671856001634825,0.19000636045824973,0.8834410380764359
129,HOPB,2018,06,20181023,0.6906366868686957,0.3036226870761861,0.882552992554481
130,HOPB,2018,10,20181025,0.7249976902715528,0.5147825657227996,0.8464714154467657
131,HOPB,2019,04,20190507,0.7624875366716468,0.206802063204762,0.9524515356444381
132,HOPB,2019,06,20190508,0.5086767653333758,0.05515186378283361,0.8771010752694678
133,HOPB,2019,10,20190509,0.8077255675200761,0.6620763103015619,0.9021846774281848
134,HOPB,2019,04,20191022,0.6280122480060256,0.309901081521766,0.8288371594057042
135,HOPB,2019,06,20191024,0.6736877414795089,0.314618016526618,0.8750304139552929
136,HOPB,2019,10,20191025,0.5710514321258336,0.3559371528702862,0.7187322505382043
137,HOPB,2020,04,20201026,0.8866316249803008,0.7507624342406192,0.9503468997800791
138,HOPB,2020,06,20201027,0.8640796316714252,0.7234152151470776,0.9398837167537049
139,HOPB,2020,10,20201029,0.8138235724399578,0.7322592581218252,0.8811994420555247
140,HOPB,2021,04,20210504,0.2742296124305935,0.025581099245137025,0.6968617195424806
141,HOPB,2021,04,20211029,0.6770899657649314,0.29902952072010136,0.8567411506435221
142,HOPB,2022,04,20220505,0.36460876901867734,0.01855192773867913,0.9433834974990567
143,HOPB,2022,06,20220506,0.9282068372039094,0.7988186705326799,0.9759710905006401
144,HOPB,2022,04,20221025,0.716630336977333,0.47440815319528823,0.8566646863497243
145,HOPB,2022,06,20221026,0.6599446460243688,0.3672197043839483,0.8240398236376898
146,KING,2017,01,20170411,0.10728228087658348,0.019455203437565582,0.3180291019722821
147,KING,2017,03,20170412,0.6121077714950969,0.2767839361002716,0.824295003157504
148,KING,2017,04,20170413,0.17932924148490115,0.02298253879425532,0.5193439807522631
149,KING,2017,01,20171017,0.014682935670005863,0.0035470328084407253,0.035517452982226846
150,KING,2017,03,20171019,0.6118530246175283,0.501553924572145,0.7003394171156831
151,KING,2017,04,20171020,0.2053360767899824,0.055797325692079305,0.35604064091705506
152,KING,2018,01,20180411,0.016542685394764084,0.0038481248036749353,0.05267268634221851
153,KING,2018,03,20180412,0.558362255444651,0.39734347538595943,0.6771519029010893
154,KING,2018,03,20181031,0.7926059654018665,0.07121333594000225,0.9979385225226072
155,KING,2018,01,20181101,0.14141236065987592,0.031966720893209816,0.3163641477741807
156,KING,2019,01,20190408,0.14129560192976748,0.025884446052530898,0.4127372355995499
157,KING,2019,03,20190409,0.27050397281743815,0.028635492899373453,0.6063487376005783
158,KING,2019,04,20190410,0.07627299794008935,0.016721125747616288,0.25895515171471345
159,KING,2019,01,20191021,0.4486487462344728,0.249604219499016,0.6103978429742009
160,KING,2019,03,20191022,0.6830827778662683,0.11041459506775114,0.8887136830124558
161,KING,2019,04,20191023,0.7982023849731582,0.45558399194704824,0.9309555008659716
162,KING,2020,01,20200618,0.7070925919707836,0.583970752140649,0.7888180347230551
163,KING,2020,01,20201019,0.27215064517506665,0.18099342257144857,0.35649550658174134
164,KING,2020,03,20201020,0.573267762248171,0.4839034029648793,0.6433598222377264
165,KING,2020,04,20201021,0.0281236471996847,0.004636010737565761,0.08466427955318745
166,KING,2021,01,20210429,0.30975689242508353,0.12929776015398559,0.48716539800344216
167,KING,2021,03,20211020,0.41575265258381594,0.29138701147182494,0.5388059525841864
168,KING,2021,04,20211021,0.6415562560190007,0.539993164971729,0.735970707313661
169,KING,2022,01,20220516,0.47522117120311597,0.37695716364623744,0.576002806857508
170,LECO,2016,01,20161017,0.8993573714363223,0.8257710719280751,0.950693826244805
171,LECO,2016,04,20161018,0.8842449952908167,0.7201953393819234,0.952192330987078
172,LECO,2016,10,20161019,0.8974648122160893,0.8029386104929703,0.9497588152116458
173,LECO,2017,01,20171101,0.9311109348321579,0.8150483469703657,0.9783196011771732
174,LECO,2017,04,20171102,0.9345510231079832,0.8078707018923766,0.9769486968932644
175,LECO,2017,10,20171128,0.9494037385592922,0.8709460468382668,0.9814394879558677
176,LECO,2018,01,20180605,0.9679977527809662,0.9193486266504527,0.9879709457676091
177,LECO,2018,04,20180606,0.8789411487710452,0.7621416146539464,0.9340632623966374
178,LECO,2018,10,20180607,0.5646436208286898,0.17449049443406411,0.7882207108946874
179,LECO,2018,01,20181023,0.9292377749616558,0.8679852942399783,0.9644577880993292
180,LECO,2018,04,20181024,0.9419309665583799,0.8782797316069142,0.9762114131757758
181,LECO,2018,10,20181025,0.9120653327771409,0.7831148287073201,0.9663105361892175
182,LECO,2019,01,20190410,0.9768014714400248,0.9359187367773102,0.9939619212489572
183,LECO,2019,04,20190411,0.7141173962196116,0.32892168682177503,0.8904560086415159
184,LECO,2019,10,20190417,0.915027482468447,0.7331196621671684,0.9734036031760415
185,LECO,2019,01,20191021,0.875537063044403,0.7927454114304405,0.9275421720219676
186,LECO,2019,04,20191022,0.7670593080576391,0.5433766344288007,0.8860132862863271
187,LECO,2019,10,20191023,0.9655880156888017,0.9385474929989285,0.9822802491761035
188,LECO,2021,01,20210524,0.8834329173174686,0.7098902049312795,0.9523075843791723
189,LECO,2021,04,20210525,0.7335615852842042,0.48444007625114677,0.8889320500548983
190,LECO,2021,10,20210526,0.9440553638402313,0.8796765125461028,0.9756910877169769
191,LECO,2021,01,20211101,0.9324389673170466,0.8595189760700809,0.967972931488265
192,LECO,2021,04,20211102,0.9379541275554923,0.8678672494770407,0.9730192941898035
193,LECO,2021,10,20211103,0.9127660437818491,0.8400601305114469,0.9543797415997178
194,LECO,2022,01,20220406,0.9398635503274826,0.8320267325168098,0.9777709197001252
195,LECO,2022,01,20221031,0.9685642884873893,0.9230512269476907,0.9878699863972785
196,LECO,2022,04,20221101,0.9146282128649222,0.7917237477820901,0.9634967702786799
197,LECO,2022,10,20221102,0.959685281220569,0.9127086922435583,0.9821335672661765
198,LEWI,2017,01,20170410,0.5614688266731694,0.40753267598811244,0.6656967025675702
199,LEWI,2017,04,20170411,0.5882308287766147,0.3797207575535173,0.7194047468705952
200,LEWI,2017,09,20170413,0.8110589097697698,0.6615363486262291,0.8877221841046449
201,LEWI,2017,01,20171113,0.6916959479663377,0.5468427747139719,0.7872106876526102
202,LEWI,2017,04,20171114,0.73123874893151,0.6083682285036965,0.8233704713402412
203,LEWI,2017,09,20171116,0.7819402266097878,0.6365094059239564,0.883425783816803
204,LEWI,2018,01,20180409,0.6878214594353542,0.5158213955442402,0.8033290643294277
205,LEWI,2018,04,20180410,0.65710374250295,0.4555129488519176,0.7932828923326526
206,LEWI,2018,09,20180411,0.6103476906522234,0.22482585737865296,0.8294935079969239
207,LEWI,2018,01,20181029,0.6691450601106697,0.4490943341991289,0.7947817547458244
208,LEWI,2018,04,20181030,0.6116796772344012,0.41036903800349855,0.7379055359100658
209,LEWI,2018,09,20181031,0.8020897212211633,0.6186943459720989,0.9134507781432826
210,LEWI,2019,01,20190416,0.36613627984657593,0.09220665683883175,0.6403404094131326
211,LEWI,2019,04,20190417,0.7147466141392241,0.44054214462647867,0.8425569823852875
212,LEWI,2019,09,20190418,0.49734349794204447,0.15105605545282974,0.7047195567189807
213,LEWI,2019,01,20191029,0.5779414489069519,0.34488778940978104,0.7306606335287058
214,LEWI,2019,04,20191030,0.8379186242626138,0.7744039368841862,0.8898467488734076
215,LEWI,2019,09,20191101,0.8804688004135046,0.8012345306745681,0.9310726554282713
216,LEWI,2020,01,20201026,0.6701564685280215,0.4862874018819663,0.7807754866312165
217,LEWI,2020,04,20201027,0.42116189576648433,0.06079477150490725,0.6196996970776094
218,LEWI,2020,09,20201028,0.668435567632504,0.22901819872093865,0.8265791211299133
219,LEWI,2021,01,20210412,0.6118316341915437,0.4299114308083084,0.7429460159474053
220,LEWI,2021,04,20210413,0.4507860785681109,0.21456832062667355,0.6614078176361342
221,LEWI,2021,09,20210415,0.8670626792116858,0.7287301978323624,0.9316076537591119
222,LEWI,2021,01,20211108,0.6812038424849577,0.5125505571676673,0.7711369119724909
223,LEWI,2021,04,20211109,0.6933888475662149,0.5121671182207583,0.8120538434597521
224,LEWI,2021,09,20211110,0.8375099236117274,0.7323741829239274,0.9061939769812782
225,LEWI,2022,01,20220411,0.48664311654174386,0.18174139848576007,0.7019070899172113
226,LEWI,2022,04,20220412,0.797608128881283,0.6710664057286562,0.8742430743731227
227,LEWI,2022,09,20220413,0.7119001086665795,0.4545591656072738,0.8424988151656884
228,LEWI,2022,01,20221107,0.3682461898115954,0.10720989286339916,0.6366223982297737
229,LEWI,2022,04,20221108,0.7350732733292074,0.4899603433728579,0.8746457096867488
230,LEWI,2022,09,20221109,0.8232866570881519,0.6971132348293568,0.9083494447829126
231,MART,2018,01,20181015,0.833081055212009,0.7024637298259647,0.9208803397551697
232,MART,2018,03,20181016,0.8566510548849149,0.7259458566527983,0.9283096531739929
233,MART,2018,07,20181017,0.9428459890743554,0.8462757230514634,0.9818914015524665
234,MART,2019,01,20191014,0.8859949672852105,0.6460473116289301,0.9696031192013724
235,MART,2019,03,20191016,0.7572574972582442,0.46483980891619125,0.9025499541446274
236,MART,2019,07,20191017,0.7975979657779864,0.42797606845005404,0.9185776354937509
237,MART,2020,01,20200927,0.6484089639827436,0.17658316723069142,0.9161865754674556
238,MART,2020,03,20200928,0.31295046674274796,0.037262609252891474,0.6968671132835511
239,MART,2020,07,20201001,0.9381496104712981,0.7407968359668367,0.9897007451839512
240,MART,2022,01,20221010,0.6587531049933044,0.22326715257734941,0.8975616277172175
241,MART,2022,03,20221011,0.8518943155329193,0.4289901276146345,0.968394567674307
242,MART,2022,07,20221012,0.8978427861078668,0.7447337008309878,0.9675888568482999
243,MAYF,2016,09,20160408,0.734941294966454,0.1416031354787755,0.9282139676334629
244,MAYF,2016,02,20161031,0.841244314543261,0.7541090400784807,0.8962570919939079
245,MAYF,2016,07,20161102,0.8555482635505125,0.7192635957982882,0.9268048170040074
246,MAYF,2016,09,20161103,0.7097044659496288,0.39068362749658336,0.8656254091842484
247,MAYF,2017,02,20170328,0.40405076960162745,0.0404307264798476,0.776612986607544
248,MAYF,2017,07,20170329,0.33203191282961064,0.04909572009854434,0.6587243488382507
249,MAYF,2017,09,20170330,0.8679928714122765,0.552284887052768,0.9646386412376295
250,MAYF,2018,02,20180402,0.83053484889611,0.7061208356086581,0.9108691144027393
251,MAYF,2018,07,20180404,0.7649198749548333,0.4609402083871124,0.9107195257039129
252,MAYF,2018,09,20180405,0.7919617128539749,0.44433626913139457,0.925820629380567
253,MAYF,2018,02,20181126,0.8037928415384361,0.6539315137124693,0.8906540076564048
254,MAYF,2018,07,20181128,0.9185545008207665,0.7904946997552427,0.9615655723010235
255,MAYF,2018,09,20181129,0.871527877567694,0.7295804864383911,0.9378061396714408
256,MAYF,2019,02,20190327,0.43303705872114184,0.06964636886674055,0.7873888701656055
257,MAYF,2019,07,20190328,0.6759443398481937,0.34938037950988476,0.8345322878050156
258,MAYF,2019,09,20190329,0.5067412495586451,0.08722390128749216,0.823086331594869
259,MAYF,2019,02,20191119,0.5969116678263688,0.3952739820702982,0.7443360288456227
260,MAYF,2019,07,20191120,0.6352890945643124,0.33048551293879325,0.8071435283924292
261,MAYF,2019,09,20191121,0.6241535497528194,0.2797498528305006,0.8126424438044356
262,MAYF,2020,02,20201203,0.602909440946403,0.16918086758062223,0.8363653163925844
263,MAYF,2021,02,20210420,0.49691086925276545,0.08390430580343337,0.8271519248933104
264,MAYF,2021,07,20210421,0.7995665606955915,0.51814057935359,0.9264169110462714
265,MAYF,2021,09,20210423,0.5071220616466223,0.03596415585072035,0.89546244379255
266,MAYF,2021,02,20211025,0.7352833047355831,0.41793670374036646,0.8616036147047145
267,MAYF,2021,07,20211026,0.8702753655860982,0.7530407678092588,0.9466585633541539
268,MAYF,2021,09,20211027,0.4805440660292982,0.10350307051179994,0.7705908622221214
269,MAYF,2022,02,20220412,0.4605313646497211,0.04435049556732425,0.757818989887056
270,MAYF,2022,02,20221114,0.6982632617441313,0.48861546086262836,0.8330145427179627
271,MAYF,2022,07,20221117,0.7790188920754164,0.6572229230675065,0.8624846544988787
272,MAYF,2022,09,20221118,0.7347156333826204,0.4091926906018182,0.8935644920507579
273,MCDI,2017,02,20170419,0.8633633243533536,0.7383209883425959,0.923898749731397
274,MCDI,2017,04,20170420,0.9625403468528351,0.9120725960481406,0.9857363865389746
275,MCDI,2017,02,20171024,0.24116426447743078,0.027464816514902908,0.4078009860812507
276,MCDI,2017,04,20171026,0.44532929133972776,0.2811307191173765,0.589313963759859
277,MCDI,2018,02,20180418,0.24029532163915368,0.038878162036814455,0.46992672208184433
278,MCDI,2018,04,20180419,0.2955451116233844,0.08272929613705662,0.5521579548086918
279,MCDI,2018,02,20181024,0.38279186990180086,0.1347603175720221,0.6232063728256328
280,MCDI,2018,04,20181026,0.24861397922927714,0.04446401351120247,0.44117169363929876
281,MCDI,2019,02,20190417,0.20394820776365225,0.036024344820415596,0.44593835377920227
282,MCDI,2019,04,20190418,0.7378221479496161,0.5504236134192875,0.8553190829754125
283,MCDI,2019,02,20191031,0.8303155598823667,0.6979013096223695,0.908096650188826
284,MCDI,2019,04,20191101,0.7016718120512606,0.43878284055189576,0.8385783773482145
285,MCDI,2020,02,20200616,0.7963081094096236,0.6689968426024521,0.8829629445895462
286,MCDI,2020,02,20201030,0.0854129372812667,0.013869136193269597,0.22448901800259893
287,MCDI,2020,04,20201102,0.4704774694833437,0.29812613154291895,0.5819323805216539
288,MCDI,2021,02,20210428,0.8987275203048366,0.8644342790695094,0.9284599793093742
289,MCDI,2021,02,20211026,0.14587246350952038,0.012930682928216775,0.4104373714230496
290,MCRA,2017,06,20171002,0.3390964194455053,0.048234437672148196,0.709085064099975
291,MCRA,2017,04,20171003,0.6463163518833606,0.2881643759352499,0.856440346882938
292,MCRA,2017,08,20171004,0.9828487983357366,0.9337914670461553,0.9957930196187301
293,MCRA,2018,04,20181001,0.9396227615036769,0.8636586973726138,0.9747826220585781
294,MCRA,2018,06,20181002,0.7601522814991206,0.28613304932339945,0.9304322600374441
295,MCRA,2018,08,20181003,0.7390919132806353,0.3726531233417708,0.8972406886939822
296,MCRA,2019,04,20191008,0.8726895318275276,0.6525921867459394,0.9545992043170453
297,MCRA,2019,06,20191009,0.389280883025651,0.07005186806786624,0.7478350342941533
298,MCRA,2021,04,20211102,0.3761349872000799,0.034455596975798926,0.8134542633968773
299,MCRA,2021,06,20211103,0.23339238585636535,0.03836088431976793,0.6004942586356162
300,MCRA,2021,08,20211103,0.6767325246917065,0.04843350127414421,0.9486937953373927
301,MCRA,2022,04,20220928,0.4833519145098167,0.09560741430569315,0.7990580269453255
302,OKSR,2019,03,20190605,0.41221943108435166,0.013440068795358459,0.9934736176578243
303,OKSR,2019,09,20190606,0.26189009236241356,0.007620320392808945,0.812151063217762
304,OKSR,2021,03,20210811,0.11479389015294537,0.017180103887368882,0.3976393296815843
305,OKSR,2021,06,20210812,0.1447661549846036,0.012971620260879297,0.4482842270962717
306,OKSR,2022,03,20220815,0.20320002073848428,0.011482415485786619,0.6392005043331033
307,OKSR,2022,06,20220816,0.38285319957200004,0.054225642453848005,0.7854172860912159
308,OKSR,2022,09,20220817,0.517181869524097,0.05080434521937016,0.9255057110677942
309,POSE,2016,02,20161116,0.7683637253730848,0.6321074527119268,0.8612437634699339
310,POSE,2016,07,20161117,0.7644746417762387,0.648644895849338,0.8385253653525505
311,POSE,2016,09,20161118,0.9084743490232166,0.8554437152153054,0.9392249215431412
312,POSE,2017,02,20170403,0.8215597556852652,0.6331183142890314,0.9132546041909424
313,POSE,2017,07,20170404,0.9226631051981907,0.8520493397165038,0.9662548245172743
314,POSE,2017,09,20170405,0.5126035519144505,0.2017650626986721,0.7340897759642965
315,POSE,2017,02,20171030,0.7077112738379002,0.44358000824225285,0.852882800637013
316,POSE,2017,07,20171031,0.6096758208900716,0.3278427444435889,0.7934483587806708
317,POSE,2017,09,20171101,0.8151820126390326,0.6501662593571184,0.9090037080029347
318,POSE,2018,02,20180402,0.6987151456957845,0.3715001677956695,0.8524363729380176
319,POSE,2018,07,20180403,0.6692761072591378,0.33701447521201006,0.8531861257800418
320,POSE,2018,09,20180404,0.747300805517364,0.47540209650871973,0.8870462818380058
321,POSE,2018,02,20181112,0.6881809164378063,0.37729225127005345,0.8308972253443297
322,POSE,2018,07,20181113,0.7147346176697558,0.47560950474910546,0.8395615154818183
323,POSE,2018,09,20181114,0.8683239418735176,0.7460547814192399,0.9455936152633064
324,POSE,2019,02,20190408,0.7667348811476885,0.5545106667799293,0.8821666117221365
325,POSE,2019,07,20190410,0.7421509356697498,0.6042962611291254,0.8404390003924709
326,POSE,2019,09,20190411,0.8736473089205099,0.7455302020353838,0.9378336045720898
327,POSE,2019,02,20191111,0.6584398450095261,0.4376376673942255,0.7987770091991
328,POSE,2019,07,20191112,0.8988032585380261,0.8120998293422151,0.9432772102640485
329,POSE,2019,09,20191114,0.8313693223002032,0.6729428415588159,0.9081533667375898
