site_id,date,reach,year,site_int,median_prob,.lower,.upper,note
BLUE,20170322,07,2017,56,0.025689068072680697,0.0026699151936860886,0.07449554054233554,median and lower/upper 95% credible intervals of capture probabilities on the first pass
BLUE,20170323,02,2017,57,0.017669955093313892,0.0019923789165481255,0.06374408396946415,median and lower/upper 95% credible intervals of capture probabilities on the first pass
BLUE,20170324,04,2017,58,0.049902636884692556,0.006443844948252116,0.16559427642976104,median and lower/upper 95% credible intervals of capture probabilities on the first pass
BLUE,20171031,02,2017,59,0.4618322428510024,0.3802003915848746,0.5344155381945572,median and lower/upper 95% credible intervals of capture probabilities on the first pass
BLUE,20171101,04,2017,60,0.4531948647849374,0.3800405893293032,0.52453349182318465,median and lower/upper 95% credible intervals of capture probabilities on the first pass
BLUE,20171102,07,2017,61,0.10211324019228282,0.029665449790081243,0.17174722723344932,median and lower/upper 95% credible intervals of capture probabilities on the first pass
BLUE,20220329,04,2022,62,0.48017320696194743,0.4490973173539792,0.5114730087217968,median and lower/upper 95% credible intervals of capture probabilities on the first pass
CARI,20160926,01,2016,63,0.34192411544299395,0.049821663350370735,0.644937019469288,median and lower/upper 95% credible intervals of capture probabilities on the first pass
CARI,20180904,01,2018,64,0.20870536852132476,0.009571434044828898,0.8134574341084604,median and lower/upper 95% credible intervals of capture probabilities on the first pass
CARI,20190520,01,2019,65,0.2705999898250625,0.008614842763844884,0.9666244638298076,median and lower/upper 95% credible intervals of capture probabilities on the first pass
CARI,20190917,10,2019,66,0.2168920885619373,0.010128123922186243,0.7545800466765499,median and lower/upper 95% credible intervals of capture probabilities on the first pass
CARI,20210525,06,2021,67,0.0861188999795991,0.0028464532228981675,0.5196970487479604,median and lower/upper 95% credible intervals of capture probabilities on the first pass
CARI,20210526,10,2021,68,0.2847960147044881,0.006224001040938273,0.9098315877359966,median and lower/upper 95% credible intervals of capture probabilities on the first pass
CARI,20220531,01,2022,69,0.297589142533377,0.008868156803659058,0.8607257854376332,median and lower/upper 95% credible intervals of capture probabilities on the first pass
CARI,20220825,01,2022,70,0.1727094821323651,0.04083429585099215,0.3804612997607941,median and lower/upper 95% credible intervals of capture probabilities on the first pass
CARI,20220826,06,2022,71,0.6665412235639872,0.18418614472967013,0.894385199126419,median and lower/upper 95% credible intervals of capture probabilities on the first pass
CARI,20220829,10,2022,72,0.7378564025874812,0.370812985793611,0.914850394656518,median and lower/upper 95% credible intervals of capture probabilities on the first pass
CUPE,20170213,03,2017,73,0.24533011963464135,0.04406534600021915,0.5392290560245704,median and lower/upper 95% credible intervals of capture probabilities on the first pass
CUPE,20170215,06,2017,74,0.5743234592924717,0.4166264251588382,0.7042275726837797,median and lower/upper 95% credible intervals of capture probabilities on the first pass
CUPE,20170216,08,2017,75,0.23917511077419948,0.026215388889547112,0.5524372183350122,median and lower/upper 95% credible intervals of capture probabilities on the first pass
CUPE,20171211,03,2017,76,0.27403514277981056,0.009690700497258075,0.7142495608956895,median and lower/upper 95% credible intervals of capture probabilities on the first pass
CUPE,20171212,06,2017,77,0.26045228234417017,0.01704077413206896,0.6548508595120432,median and lower/upper 95% credible intervals of capture probabilities on the first pass
CUPE,20171213,08,2017,78,0.2200304681737862,0.026393445870593363,0.5384768735732971,median and lower/upper 95% credible intervals of capture probabilities on the first pass
CUPE,20180213,03,2018,79,0.5216220108374052,0.019576265949457786,0.9502664590620082,median and lower/upper 95% credible intervals of capture probabilities on the first pass
CUPE,20180214,06,2018,80,0.0733150168004095,0.006024452771930419,0.5313114086784106,median and lower/upper 95% credible intervals of capture probabilities on the first pass
CUPE,20180215,08,2018,81,0.19138748161992425,0.01305492129076615,0.6557904980177763,median and lower/upper 95% credible intervals of capture probabilities on the first pass
CUPE,20181127,03,2018,82,0.2441343230083735,0.020212310124013068,0.6537222056794082,median and lower/upper 95% credible intervals of capture probabilities on the first pass
CUPE,20181128,06,2018,83,0.149102499491157,0.015409678514629804,0.4647502185291358,median and lower/upper 95% credible intervals of capture probabilities on the first pass
CUPE,20181129,08,2018,84,0.352531370320614,0.02619021991172683,0.6669166848227586,median and lower/upper 95% credible intervals of capture probabilities on the first pass
CUPE,20190204,03,2019,85,0.5005406315013057,0.20746848496637427,0.7563043467787127,median and lower/upper 95% credible intervals of capture probabilities on the first pass
CUPE,20190205,06,2019,86,0.44877884565677145,0.21447113977137083,0.6144026439383152,median and lower/upper 95% credible intervals of capture probabilities on the first pass
CUPE,20190206,08,2019,87,0.8283873201113245,0.2096671190217569,0.9926027884359179,median and lower/upper 95% credible intervals of capture probabilities on the first pass
CUPE,20191202,03,2019,88,0.373881932627928,0.062115131732840403,0.6171483943289143,median and lower/upper 95% credible intervals of capture probabilities on the first pass
CUPE,20191203,06,2019,89,0.08411837525014661,0.007797898551781507,0.2729204189677481,median and lower/upper 95% credible intervals of capture probabilities on the first pass
CUPE,20191204,08,2019,90,0.160596449122901,0.013372117790339259,0.4899629299077559,median and lower/upper 95% credible intervals of capture probabilities on the first pass
CUPE,20210222,03,2021,91,0.589502369455335,0.43657046957503165,0.7080507352102148,median and lower/upper 95% credible intervals of capture probabilities on the first pass
CUPE,20211213,03,2021,92,0.28907395513708234,0.08239225411311486,0.4592296298852972,median and lower/upper 95% credible intervals of capture probabilities on the first pass
CUPE,20220221,03,2022,93,0.4130131123765375,0.2652485804294324,0.5310052161705594,median and lower/upper 95% credible intervals of capture probabilities on the first pass
CUPE,20221128,03,2022,94,0.13171208370300008,0.0031192653190943885,0.42408868921293125,median and lower/upper 95% credible intervals of capture probabilities on the first pass
CUPE,20221130,06,2022,95,0.3234834771314633,0.05798849943369945,0.5668789867896369,median and lower/upper 95% credible intervals of capture probabilities on the first pass
CUPE,20221201,08,2022,96,0.34411384396744116,0.05606475433869248,0.5880622028404929,median and lower/upper 95% credible intervals of capture probabilities on the first pass
GUIL,20171204,02,2017,97,0.07870544328872302,0.002361157604509001,0.5198438204484002,median and lower/upper 95% credible intervals of capture probabilities on the first pass
GUIL,20171205,05,2017,98,0.10547048330306423,0.009401861389290438,0.33248975163037975,median and lower/upper 95% credible intervals of capture probabilities on the first pass
GUIL,20171207,09,2017,99,0.06691692433623511,0.009736749152676187,0.2187821230685948,median and lower/upper 95% credible intervals of capture probabilities on the first pass
GUIL,20180206,02,2018,100,0.20339418373615384,0.011261953112687925,0.6584210862918659,median and lower/upper 95% credible intervals of capture probabilities on the first pass
GUIL,20180207,05,2018,101,0.18147841342686816,0.023399570075794553,0.41700785007712593,median and lower/upper 95% credible intervals of capture probabilities on the first pass
GUIL,20180208,09,2018,102,0.2513630822291282,0.11466484318914068,0.3727768170182447,median and lower/upper 95% credible intervals of capture probabilities on the first pass
GUIL,20181204,02,2018,103,0.465917960028157,0.40917793377133993,0.5182758997715577,median and lower/upper 95% credible intervals of capture probabilities on the first pass
GUIL,20181205,05,2018,104,0.1443092047589692,0.09231890186522568,0.18680190668146937,median and lower/upper 95% credible intervals of capture probabilities on the first pass
GUIL,20181207,09,2018,105,0.5729592464035311,0.5220165140262736,0.6223089964153307,median and lower/upper 95% credible intervals of capture probabilities on the first pass
GUIL,20190212,05,2019,106,0.3291807295176,0.28384958780887365,0.37409312027332536,median and lower/upper 95% credible intervals of capture probabilities on the first pass
GUIL,20190214,09,2019,107,0.7102872609419337,0.6617719530716802,0.7523238086493819,median and lower/upper 95% credible intervals of capture probabilities on the first pass
GUIL,20191119,05,2019,108,0.43731396078630824,0.4035465738202938,0.474193425099071,median and lower/upper 95% credible intervals of capture probabilities on the first pass
GUIL,20191121,09,2019,109,0.5284181302506952,0.49181812120910157,0.5689680688522835,median and lower/upper 95% credible intervals of capture probabilities on the first pass
GUIL,20210223,09,2021,110,0.37434753434291257,0.3404447769018694,0.41234116094671447,median and lower/upper 95% credible intervals of capture probabilities on the first pass
GUIL,20211214,09,2021,111,0.07441536933106667,0.021467969256578255,0.14676126479506985,median and lower/upper 95% credible intervals of capture probabilities on the first pass
GUIL,20220224,09,2022,112,0.40892221312732735,0.35498697532311385,0.45502312835214476,median and lower/upper 95% credible intervals of capture probabilities on the first pass
GUIL,20221219,02,2022,113,0.547240267965965,0.4887468300516664,0.5967224882305812,median and lower/upper 95% credible intervals of capture probabilities on the first pass
GUIL,20221220,05,2022,114,0.2516821401936759,0.09081711788760617,0.3811111958709676,median and lower/upper 95% credible intervals of capture probabilities on the first pass
GUIL,20221222,09,2022,115,0.2826350557348052,0.1854521475798959,0.3711157691905933,median and lower/upper 95% credible intervals of capture probabilities on the first pass
HOPB,20161025,04,2016,116,0.4565776352351947,0.33630484860161014,0.5611723196495154,median and lower/upper 95% credible intervals of capture probabilities on the first pass
HOPB,20161026,06,2016,117,0.3262135856816897,0.16724991490396485,0.4449939719874172,median and lower/upper 95% credible intervals of capture probabilities on the first pass
HOPB,20161027,10,2016,118,0.3171245672165062,0.22022637121409902,0.403479512604191,median and lower/upper 95% credible intervals of capture probabilities on the first pass
HOPB,20170502,04,2017,119,0.06618187419652287,0.0048821469465411774,0.28314964322033676,median and lower/upper 95% credible intervals of capture probabilities on the first pass
HOPB,20170503,06,2017,120,0.3839558873421275,0.07478843609406365,0.5830644392228452,median and lower/upper 95% credible intervals of capture probabilities on the first pass
HOPB,20170503,10,2017,121,0.3559263897992662,0.22509044235107123,0.46850848447857196,median and lower/upper 95% credible intervals of capture probabilities on the first pass
HOPB,20171024,04,2017,122,0.34241838859983,0.16811914713308873,0.4960596362248919,median and lower/upper 95% credible intervals of capture probabilities on the first pass
HOPB,20171103,06,2017,123,0.1908607371418659,0.03619341851337281,0.4002279079112602,median and lower/upper 95% credible intervals of capture probabilities on the first pass
HOPB,20171108,10,2017,124,0.4396789747274866,0.33014088178746565,0.5355455133316318,median and lower/upper 95% credible intervals of capture probabilities on the first pass
HOPB,20180430,04,2018,125,0.15472160684228026,0.015943870289638132,0.36562117300949,median and lower/upper 95% credible intervals of capture probabilities on the first pass
HOPB,20180501,06,2018,126,0.10002959446138668,0.011291683187158535,0.29202956758079096,median and lower/upper 95% credible intervals of capture probabilities on the first pass
HOPB,20180503,10,2018,127,0.3629256958349052,0.2391249404371285,0.4858119861711285,median and lower/upper 95% credible intervals of capture probabilities on the first pass
HOPB,20181022,04,2018,128,0.30699952747851483,0.06783282102589559,0.5115180423312045,median and lower/upper 95% credible intervals of capture probabilities on the first pass
HOPB,20181023,06,2018,129,0.3236760520573378,0.11363059700081796,0.5102819090162138,median and lower/upper 95% credible intervals of capture probabilities on the first pass
HOPB,20181025,10,2018,130,0.349702462603671,0.2142000252711142,0.4645366629884389,median and lower/upper 95% credible intervals of capture probabilities on the first pass
HOPB,20190507,04,2019,131,0.38070802139551824,0.07434631019687629,0.6377318073895865,median and lower/upper 95% credible intervals of capture probabilities on the first pass
HOPB,20190508,06,2019,132,0.21091758749949185,0.018732689740285326,0.5028390714998099,median and lower/upper 95% credible intervals of capture probabilities on the first pass
HOPB,20190509,10,2019,133,0.42282559946765397,0.3034708158659536,0.5392733210382945,median and lower/upper 95% credible intervals of capture probabilities on the first pass
HOPB,20191022,04,2019,134,0.2808113989070155,0.11630242335008814,0.44477679112865015,median and lower/upper 95% credible intervals of capture probabilities on the first pass
HOPB,20191024,06,2019,135,0.31154145229175667,0.11832308760403486,0.5000417122703629,median and lower/upper 95% credible intervals of capture probabilities on the first pass
HOPB,20191025,10,2019,136,0.2458314814215189,0.13640709797596562,0.3448500035726707,median and lower/upper 95% credible intervals of capture probabilities on the first pass
HOPB,20201026,04,2020,137,0.5160164532725222,0.3706805927749543,0.6324626459737865,median and lower/upper 95% credible intervals of capture probabilities on the first pass
HOPB,20201027,06,2020,138,0.48584407713285027,0.3484613223121864,0.6082608895461615,median and lower/upper 95% credible intervals of capture probabilities on the first pass
HOPB,20201029,10,2020,139,0.4289928398329195,0.3554776845330476,0.5084064894103489,median and lower/upper 95% credible intervals of capture probabilities on the first pass
HOPB,20210504,04,2021,140,0.10133192545200442,0.008600845232658569,0.32829994948615554,median and lower/upper 95% credible intervals of capture probabilities on the first pass
HOPB,20211029,04,2021,141,0.3139426758081483,0.11182729563143298,0.4767527347416828,median and lower/upper 95% credible intervals of capture probabilities on the first pass
HOPB,20220505,04,2022,142,0.14030216826900216,0.0062226291227574695,0.6170365819890546,median and lower/upper 95% credible intervals of capture probabilities on the first pass
HOPB,20220506,06,2022,143,0.584382135767363,0.4140547415639586,0.7114344394249689,median and lower/upper 95% credible intervals of capture probabilities on the first pass
HOPB,20221025,04,2022,144,0.343173783538046,0.1929880392711071,0.4766594476626412,median and lower/upper 95% credible intervals of capture probabilities on the first pass
HOPB,20221026,06,2022,145,0.30200976130855534,0.1415086068378852,0.4396356693461671,median and lower/upper 95% credible intervals of capture probabilities on the first pass
KING,20170411,01,2017,146,0.037121733005011065,0.0065275846325601175,0.11979228326217257,median and lower/upper 95% credible intervals of capture probabilities on the first pass
KING,20170412,03,2017,147,0.27070423643318553,0.10238679431011863,0.43991173244535653,median and lower/upper 95% credible intervals of capture probabilities on the first pass
KING,20170413,04,2017,148,0.06375473480216415,0.007720583933351581,0.21667726578058222,median and lower/upper 95% credible intervals of capture probabilities on the first pass
KING,20171017,01,2017,149,0.0049184635136368645,0.001183744994679483,0.011982149701198779,median and lower/upper 95% credible intervals of capture probabilities on the first pass
KING,20171019,03,2017,150,0.27054463512043886,0.20713320336785743,0.33081968124855554,median and lower/upper 95% credible intervals of capture probabilities on the first pass
KING,20171020,04,2017,151,0.07375086325247371,0.018956607508990614,0.1364551387348737,median and lower/upper 95% credible intervals of capture probabilities on the first pass
KING,20180411,01,2018,152,0.0055449177849807366,0.0012843574822414142,0.017876417434076055,median and lower/upper 95% credible intervals of capture probabilities on the first pass
KING,20180412,03,2018,153,0.2384670206062832,0.1553265304965762,0.3139863714837561,median and lower/upper 95% credible intervals of capture probabilities on the first pass
KING,20181031,03,2018,154,0.40808137075143525,0.02432481076487518,0.8727617905813075,median and lower/upper 95% credible intervals of capture probabilities on the first pass
KING,20181101,01,2018,155,0.04955232946460676,0.010771299901552655,0.1190704654895309,median and lower/upper 95% credible intervals of capture probabilities on the first pass
KING,20190408,01,2019,156,0.04950926561555459,0.008703713286819537,0.16257840762811887,median and lower/upper 95% credible intervals of capture probabilities on the first pass
KING,20190409,03,2019,157,0.09979595376045691,0.009637801918661997,0.26713658190819867,median and lower/upper 95% credible intervals of capture probabilities on the first pass
KING,20190410,04,2019,158,0.02609960036871674,0.005605067130790413,0.09511700991179853,median and lower/upper 95% credible intervals of capture probabilities on the first pass
KING,20191021,01,2019,159,0.1800087867531399,0.091280488412437355,0.269634163121202,median and lower/upper 95% credible intervals of capture probabilities on the first pass
KING,20191022,03,2019,160,0.3182163441086606,0.038249453376004765,0.5190634254950426,median and lower/upper 95% credible intervals of capture probabilities on the first pass
KING,20191023,04,2019,161,0.4134496503229262,0.1834929175965925,0.5897574319382488,median and lower/upper 95% credible intervals of capture probabilities on the first pass
KING,20200618,01,2020,162,0.33588476746412943,0.25348253941590626,0.4044956042192287,median and lower/upper 95% credible intervals of capture probabilities on the first pass
KING,20201019,01,2020,163,0.10047376589865922,0.06438868884193691,0.1366560862564276,median and lower/upper 95% credible intervals of capture probabilities on the first pass
KING,20201020,03,2020,164,0.24713266079359733,0.1978723026580236,0.29085179104627185,median and lower/upper 95% credible intervals of capture probabilities on the first pass
KING,20201021,04,2020,165,0.009463830742408232,0.0015477326437962186,0.02905765450051207,median and lower/upper 95% credible intervals of capture probabilities on the first pass
KING,20210429,01,2021,166,0.11624064100486911,0.04510294584300423,0.19957456814876348,median and lower/upper 95% credible intervals of capture probabilities on the first pass
KING,20211020,03,2021,167,0.1640142157581519,0.10846955595681694,0.22739661995161387,median and lower/upper 95% credible intervals of capture probabilities on the first pass
KING,20211021,04,2021,168,0.28964898802083067,0.2280519138973723,0.35847238345420596,median and lower/upper 95% credible intervals of capture probabilities on the first pass
KING,20220516,01,2022,169,0.19339899921220294,0.1459057281873619,0.24874556079518778,median and lower/upper 95% credible intervals of capture probabilities on the first pass
LECO,20161017,01,2016,170,0.5348490787055686,0.4414785031065192,0.6333113837043423,median and lower/upper 95% credible intervals of capture probabilities on the first pass
LECO,20161018,04,2016,171,0.5126443438406543,0.34594002919070144,0.6370681189571898,median and lower/upper 95% credible intervals of capture probabilities on the first pass
LECO,20161019,10,2016,172,0.5319525225574049,0.41807478947738597,0.6310217423035509,median and lower/upper 95% credible intervals of capture probabilities on the first pass
LECO,20171101,01,2017,173,0.5900636045030925,0.4302606520248228,0.7211794136659992,median and lower/upper 95% credible intervals of capture probabilities on the first pass
LECO,20171102,04,2017,174,0.5970038104058817,0.4229744406368904,0.7154022020532151,median and lower/upper 95% credible intervals of capture probabilities on the first pass
LECO,20171128,10,2017,175,0.6301382800948725,0.49466989673882306,0.735297432434799,median and lower/upper 95% credible intervals of capture probabilities on the first pass
LECO,20180605,01,2018,176,0.682512515131646,0.5679513352121383,0.7708730229948106,median and lower/upper 95% credible intervals of capture probabilities on the first pass
LECO,20180606,04,2018,177,0.5053111123563744,0.3804101980209547,0.5960053628609814,median and lower/upper 95% credible intervals of capture probabilities on the first pass
LECO,20180607,10,2018,178,0.24209530276916003,0.06191824671718735,0.4039339566135194,median and lower/upper 95% credible intervals of capture probabilities on the first pass
LECO,20181023,01,2018,179,0.58638101939512,0.49081684191129177,0.6712128726254651,median and lower/upper 95% credible intervals of capture probabilities on the first pass
LECO,20181024,04,2018,180,0.61275940739159,0.5044117888590351,0.7123997277359853,median and lower/upper 95% credible intervals of capture probabilities on the first pass
LECO,20181025,10,2018,181,0.5553142921184813,0.3991879954024875,0.6771162997302633,median and lower/upper 95% credible intervals of capture probabilities on the first pass
LECO,20190410,01,2019,182,0.7147974004284499,0.5998309457296547,0.8179051319100039,median and lower/upper 95% credible intervals of capture probabilities on the first pass
LECO,20190411,04,2019,183,0.34123693316775316,0.12452231159830386,0.5215249565548387,median and lower/upper 95% credible intervals of capture probabilities on the first pass
LECO,20190417,10,2019,184,0.5603644844489023,0.3561686055472659,0.7015150816197604,median and lower/upper 95% credible intervals of capture probabilities on the first pass
LECO,20191021,01,2019,185,0.5007176561292608,0.4082242549103303,0.5831033374496237,median and lower/upper 95% credible intervals of capture probabilities on the first pass
LECO,20191022,04,2019,186,0.38470732901834703,0.23000076451075663,0.5151385908569921,median and lower/upper 95% credible intervals of capture probabilities on the first pass
LECO,20191023,10,2019,187,0.6747362213439867,0.6053806005809388,0.7392931938417859,median and lower/upper 95% credible intervals of capture probabilities on the first pass
LECO,20210524,01,2021,188,0.5115069936915692,0.33800639822307904,0.6373595041193675,median and lower/upper 95% credible intervals of capture probabilities on the first pass
LECO,20210525,04,2021,189,0.35652417411312554,0.19815015378933457,0.5193128644433302,median and lower/upper 95% credible intervals of capture probabilities on the first pass
LECO,20210526,10,2021,190,0.6175399252557674,0.5063147795755512,0.7103181964113047,median and lower/upper 95% credible intervals of capture probabilities on the first pass
LECO,20211101,01,2021,191,0.5927148845194188,0.4801698982651086,0.6824314183397753,median and lower/upper 95% credible intervals of capture probabilities on the first pass
LECO,20211102,04,2021,192,0.6041136904143656,0.49066843874586114,0.7000741455622305,median and lower/upper 95% credible intervals of capture probabilities on the first pass
LECO,20211103,10,2021,193,0.5564986592817807,0.4571862615379512,0.6426871900460593,median and lower/upper 95% credible intervals of capture probabilities on the first pass
LECO,20220406,01,2022,194,0.6082169571895513,0.4482615346262687,0.7188289486890896,median and lower/upper 95% credible intervals of capture probabilities on the first pass
LECO,20221031,01,2022,195,0.6843970293512993,0.5746705835727433,0.7702389182941829,median and lower/upper 95% credible intervals of capture probabilities on the first pass
LECO,20221101,04,2022,196,0.5596789903432302,0.4072615268203974,0.6682810628682544,median and lower/upper 95% credible intervals of capture probabilities on the first pass
LECO,20221102,10,2022,197,0.6571103064389106,0.5564114736296423,0.7385778575652765,median and lower/upper 95% credible intervals of capture probabilities on the first pass
